img,text
Photos-Wallpapers-Islamist-2.jpg,"الإبن : ماما . . . ألبس إبه ؟؟

الأم : إلبس اى حاجه من الدولاب

جا بجد تسلميلى يا أمى
أب | 2 لولاكى كنت هروح البس

© من التلاجه !
"
146_255_149_202_Elham.jpg,"أوعى تَرَيقَ على مكياج بنت
ممكن بلون عنرها اعتحان

 

وخاطة الرشام على وشها

 
"
12-www.ward2u.com-Plate-Decorated.jpg," 

   

و20 +46 3 5 عمتدعع معاي ع م نمه
"
20160730-3.png," 
"
Capture-1.png,"واحد يتفرج مع فيلم
فجأة خرج في التلفاز وحش
يخوف ,الزو- يا يما
قالها عرفتيها صح

  
"
img_1419386966_193.jpg,"10/04/0200 160-06

 

  

إعتقادى .. أن يمد صاحب المحمول يده ليوقف الرنين فى وسط الصلاة أهون من أن بشع
المصلين حوله بصوت الرنة الشيك التى غالباً ما تدل على شخصية صاحبها

واوا

    

 

 
"
3080-3.jpg,"لاإته إلا ا لله

اللن

 

ر سول
عمد
"
13215-4.jpg," 
"
Comic20150614171227.png,"التربية الإسلامية 2020
)3
"
Islamic%2Bdecorations%2B%25288%2529.png," 
"
img_1418380059_345.gif,"   
      

“ري آء

/
"
561-7.jpg,"31

خٍِ
4

أأممممرمافي احد

 

 

 
"
6202-1.jpg,"أن الله أعطاك أشياء ل

 
"
img_1416111324_166.jpg,"الهم ني جود ب ب ض
تير

    
"
jor1jo-e6583839af.gif," 

 
"
img_1416746050_713.jpg,
%25D8%25A7%25D8%25B3%25D8%25A6%25D9%-2.png," 
"
img_1428205475_388.png,"     
      

 
 

رىءٍ 7 كو به بء ما ياسر ب اطة > 1 و ار محر معدو
وأزلِمَيٍ لجن مقن عر جد ا( هذا ما نوعَدُون لكل أوَابٍ حَفِيظٍ © من حْشى الرسمن يالعيبٍ

يِذ متيب ا(©) أدخُلوضا بذك بم اللو ال قم ما كاوه يها مدنا مرب تانكم
أمْلَكَتًا كِلَهُم بَن فَرَنٍ هُمْ أََدٌ ينهم بَطكًا فقا في أَلِكَدِ َل بن حيس (©) إذَ في
كي ليحر بسكا لفن أو أى المع وفرا يدا (©) ازككد حكن النَمَوبٍ ‎١‏
‏لأس ميته فى سك ماو وما ما ين لوب مبدعق اتثات تَمَن .
جَنَدِ رَيِكَ قَلَ طَارع اتنس وَقَِلَ اتيب (©) رَينَ الل شَيَحَهُ وبر النْجُء © 1

5

       
  
     

 
  

   

1ن

         
     
  
   
 

كاد الح

طحي اح عع م ال س2 لور موسو ا م ور ريما لوكو > ال

وَآسْتيمْ بم باو المْتادٍ ين كان قَربٍ ا( ب يسَمَعُونَ الصَبَحٌَ لحن دَلِكٌ ب حرج )نا 0

ري دا ب ب سوست تيع ير ديل لخر عو ار مات سدق مش > ا

من نحي وتيت وَإينَا المَصِيرٌ (©) بن تََقَف الْأنضُ عَنْهُمْ يرما ذَلِكَ خَتْرٌعَكِنَا بَرِبرٌُ 8
عر عي ضراعم ررس ما ا ري عط يضام موسر اند 2 رضح

:| الكت تحن أعكريما يوون وَمآ نت حلم يحبار فَدَِريلقُرَيَنِ من كَكَافُ عير ا( موقا 1

ا

د

1

20

    

حل
ل الح

قْ

 

20

  

 

   

     
  

  
  
 
    
 

 

 

 

5

 

 

 
"
img_1485008284_647.png,"محشث لد
ات وأ
بحت
لوه عاوز تسمية ال
لوه
سأ

 

حمه
اه يا الله ير.
ابو
هسميه بابا .. علي
"
5329.jpeg," 
"
img_1418557913_860.jpg," 
"
%25D8%25A7%25D8%25AC%25D9%2585%25D9%.jpg," 
"
b8c371ca01760efd350be81a4c27893a-1.jpg," 
"
sabah-islami-2.jpeg," 
"
img_1386287346_709.jpg," 

ستتارات واحد مات وي

 
"
%25D8%25A7%25D9%2584%25D8%25B5%25D9%.PNG," 
"
1482-6.gif," 

السر عند البنات نوعين
١.سر‏ تافه لا داعى لكتمانه
"".سر خطير لا تستطيع كتمانه

 
"
1367_365354496901277_1721664413_n.png,"زوروا 1/0/1/.1/1/85117.6017//ا للمزيد 7

حول ظاهرة انقطا2 الكهرياء أيام الامتحانات

        
 
    

إمتحانات الثانوية
بدت أهبه , ياللا بقى
اقطعوا التودعلى

الششلليع مضع

سسب ليا الس الي اسلجم ضيفب التفف مايا الال

 
"
6796fadaeyat.jpg,"اي ياحمد 77
انا سار اللي بكامك عالفيس
انتافين؟ طيب خليك

 
"
666666.jpg," 

ما م ١م‏ 8 نا الا
"
KKolFmu.png,"الوي قا راتو كرشو مشا
الطبيب. سولو الطبيب شنو كليت .
قال ليه بيمو ديال الدجا-
عددية فاش قلبو لقاه واكل كن
"
rasa2el-mobile-islamiya.jpg," 

0 >< 2
| منيسية || أحبد نكب ] الشية فكب | فكية تيم ]| فكي تصور | قديى ]| اصتدعيية ]| ار عتعية || سلطا ]| هلانت |

, صفح الحصل ""محاضرة تدعو للتحلي بالصفح والحفر انهم اجعل
لاب القرآن ربيع قلوبنا

   

0900:0090
"
PIC-285-1399627130.jpg,"لهي ال رجي ا وج زإراراي موسا .
دز صثر لب مزل اد اريم صر بير لاا
التاثئي عطاه النتيجة غيٌ طل عليها
قل لا بف عن الا لحي
ا ل الا الا ا الل ل ص ان
سالاد صمذاق للزاها لية للم
ل ا الل ا نامدا ل
"
6083-4.jpg,"ناص تكن |زر ج 7 ل © 231010

6او00© 80

© صور شاورما ب

الكل لصو تم لاخبا لفيديوهات لخر

هل تقصد صور زيكي

عرض النتائج بدل ذلك عن صور شاورما

 
"
Photos-Wallpapers-Islamist-6.jpg," 

للفركا اضيا (ازرينها سا
رخآل انتاوذ ارجا الإسلنية
العف الل الأثرى

الاصتا وراذي الصيد
"
13682.jpg," 
"
Electric-1.jpg,"من نوادر وطرائف العرب

في يوم جمعة تأخر الخطيب وجاء مجنون وصعد المنبر
فأراد البعض إنزاله, لكن أحد المسؤولين كان موجودا في
المسجد وأمر بأن يتركوا المجنون ليخطب. ِ
خطب المجنون وقال:

الحمد لله الذي خلقكم من إثنين وقسمكم قسمين فجعل
منكم أغنياء لتشكروا وجعل منكم فقراء لتصبروا فلا
غنيكم شكر ولا فقيركم صبر لعنكم الله جميعا ... قوموا
إلى صلاتكم...

منقول # #

 
"
40.jpg,"    
  

   

أ
إجعله مرف
واساكات
السعادة فاكتها لا

ماس ا

كانارضا
"
2238-1.jpg," 
"
3290-10.jpg," 
"
20160807-270.png,"فما واحد واقف فوق سطح البلاص الي يسكن فيه
جاه واحد قالو يا محسن بوك و أمك و خواتك ماتو

‎١‏ ياخي لوح روحومن فوق البلاص

‏كي وصل للطاق8 تذكر الي ما عندوش خوات

‏كي وصل للطاق3 تذكر الي بوه و أمو متوفين

‏كي وصل للطاق1تذكر الي ما اسموش محسن

‏هيههههه (-)

‎ 
"
nokat-maghribia-13.png," 
"
56e0dd2c2792a5321b3fa5f8671c643acf1a.jpg," 

 
"
%25D9%2585%25D8%25B1%25D8%25A7%25D8%-1.jpg,"اال

بن سب عم مم الل في الحا النل؛

‎١‏ رمعت على امامل القال الث
...عدم وصول.الماء إلى.الظفر...

‏ل بسع في ابم بقمد ال لقلا

‏التوك تدع ذو الحعسسدل.......
"
img_1386287350_913.jpg," 

ليست مشكلتي الموت.

نحتما سآموت يوماً ما

بل مشكلتي على أي حال سأموت ..
يااااااارب. م صحينتنا ب

لا إله لا الله

4

وأحسن خآمتناً وآ[ آآرب

 

 

 
"
3737-10.jpg,"    
  
  

لو قال الإنساآن كل يوم 7

أستود ع الل الذي لا تضيع ودائعه :
ديني ونفسي وأمانتي وخوآتيم عملي
وبيتي وأهلي وأحبتي ومالي وجميع م
أنعم الل بر على

, * لحفظ الذر ل لل
"
sba7-12.jpg,"و <> .. : ددا لله - 08
إلي أحبك في الله"" :

   

قال رسول اللّه صلى الله عليه وسلم: ,
إذا أحب الرجل أخاه
فليخبره أنه يحبه

صححه الألباني

نا
"
2hkN4Bksmr2iDrC9kA9V7BgQPmkDnZdcYXu-,"محشش ضاع نعاله بالجامع صاح
بصوت عالي الي أخذ النعال خل
أيرجعه لتخلوني أسوي مثل الجمعة
الماضية كولهم خافوا ورجعوله
النعال وسألوه .. شنو سويت الجمعة
الماضية كال رجعت حافي ..

ا
© © ©
"
b0su.jpg," 
"
13100.jpg,"  

©

 
"
112018.jpg," 
"
68675505_10157378267536276_659609245.jpg," 

 
"
%25D8%25AF%25D8%25B1%25D8%25B3-%25D8.jpg,"إل حبس طاكسي
قالو : شحال توصلني انا و الكلب التاعي
قالو الطاكسيور : نتا ب 200 دج و الكلب
المزطول قالو :

 
"
4518-13.jpg,"اعد 7ن
: مخنوق شوية
13

هو
ا بحب واحده وخاية
: لا مَاتخْفشل كُ 0 :
تحدول فيد اتج «اقينها
هو : متأكده !! 3
هي با

 

6 نعم ياساده انها المصرية
"
5970-6.jpg,"بنت قاعده علي الفيس بالليل
شعرها منكوش
و لابسه بيجامه متبهدلة
بتقرأ بوست عن الجن
و بتعلق : حرام عليك يا متوحش
انت خوفتني
و اساسا الجن وراها مزنوق في جنب
في الاوضه بيقرا المعوذتين

  

7
0 بح

3

100.911253 0017
"
2947891339_75854ca9b6-1.jpg,"واحد اتجوز واحده حلوه
‎٠‏ وكان مخبي عليها انه بيشرب سجاير
وفي ليله الدخله قعدت علي التسريحه وقلعت البروكه
قالها ايه ده ‎ :‏

 

و""
الح . قالها ايه ده ؟
قالتله دي لانسز يا حبيبي في حاجه ؟
ُ قالها لا مفيش
وبعدين قلعت طقمَ السنان .. الرَاجل قَالبِسَنأنا ادبست
قام مطلع علبه السجاير ومولع سيجاره
قالتله ايه ده انت بتترب تثاير !
قالها تتاير وحتيت .. وهطلع عين امت انهارده ([:
ُ
إُ

 
"
shof_46cbbcbda2af4d2.jpg,"نظر رجل طفيلي إلى قوم ذاهبين فاعتقد
أنهم في دعوة إلى وليمة , فقام وتبعهم ,؛ » فإذا
هم شعراء قد قصدوا السلطان بمدائح لهم
فلما أنشد كل واحد شعره , وأخذ جائزته ؛ لم
يبق إلا الطفيلي , وهو جالس ساكت , فقيل
له : أنشد شعرك , فقال: لست بشاعر , قيل:
فمن أنت؟ قال : من الغاوين الذي قال الله
فيهم (( والشعراء يتبعهم الغاوون )) فضحك
السلطان منه وامر له بجائزة.

 
"
1380268274953.jpg,"#طرائف_نحوية
(إذا اجتمع لحانان)

عن الأصمعي عن عيسى بن عمر قال:
كان عندنا رجل لحان (ليخطئ كثيرا) فلقي رجلاً
مثله

فقال:من أين جنّت؟

فقال:من عند (أهلونا) فتعجب منه وحسدة»
وقال:أنا أعلم من أين أخذتها
من قوله تعالى(شغلتنا أموالنا وأهلونا).
"
Sanstitre1-36.gif," 
"
sabah-islami-1-300x297.png,"  
 
 
 
    

ٍ
'
ٍ
صديق يخدم في مستشفئ بون
صديق يخدم في ميشيا ©

' صديق يخدم في الدولة

صديق يخدم في شيل
وصديق يخدم في كوشة. 9
"
2_50_47_234_Islam_by_Susanh.jpg," 
"
20160803-769.jpg,"لداء 5
أن ا

ا 1007

حدم

7 0

ما رذ مسوم
"
2783-6.jpg,"مكدر لودمك كل عمال يبط علد
جه دون وبمد ماص ند بببط اك
شار الخضث .. وتلا ملك مبز كال يكم

 

ليم لبه أخى اوها كمال م
"
3080-5.jpg," 

| ‏؟‎ 11 ١
"
20160623-44.png,"+ 7 0 ولا 2 ب
ا

اط 1 ا

 
"
img_1417389385_876.jpg," 

    

امسر 0 ل 7
م 488 سج ددرو

0 ا ا

0 05 ات

الا :5007800 ا

0 ا 0 لكا مر

اع 0ف 0

مد لان ما 8866 رعلا ا

8 امسا ا 8
15 ا عبط الما قاد

    

ل ا اا ا م ات ا ا ل ا ا

يد لضفقله 0لا

د
"
3737-11.jpg,"تيح ضحك
دم 1 تملا

يي تسمع انيس ضارب مع جيلالي
من إسم تعرف شكون دا طريحة

ماري واحد وسمو انيس

   

2ج
م

   
"
img_1418380060_430.gif," 
"
3737-12.jpg,"بودوموستزل

 
"
img_1418278386_702.jpg,"اها ما ---- جح 9

أجب بكتابة الآيات المطلوية

عالية للصفح عن المسيثين والإحسان إليه

( ولا يأئل أولو الفضل متكم ) إلى قوله : ( ألا تحبون أن يفر الله لكم والله غقور رحيم ) (22 )

الزوج على زوجته بالزتا تستوجب الحد وهو: الرجم حتى الموت ولا يدقع عنها الحد إلا في أرب شهادات بالله أن زوجي

كاذب في اتهامى بالزنا

يدراً عنها العذاب أن تتشهد أريع تنها:
لمان رحمة واء من لله يعياده ‎٠‏

  
 
  
  

 

 

للد إنه لمن الصادكين ) (8)
تلصهم من حرج كانوا يجدونه وضيق يعيشون فيه

 

     
  

1 ا
ٍ أهلها حفاطا على حرمة أهلّها حتى لا يقم أهلها في الحرج
ل ال تعالى : (يا أيها الذين أمنوا لا تدخلوا بيوتا غير بيوتكم ) إلى قوله تعالى ( ذلكم حير أكم لعلكم تذكرون) (27)

السؤال الثاني :

1. قال تعالى قي بيان حديت الإقك : ( وتحسيونه هينا وهو عند الله عظيم ) لم وصفه بأنه عظيم ؟
لأن في ذلك تدتيس لبيت التبوة ووصقه بأكير الكبائر

2 تعالى : ( يعظكم الله أن تعودوا لمئله أبدا إن نكم مؤمتين )

مأ معن نحعظكء ؟ تلصح

 
  

 
"
attachment-1.php," 

( مِينًا ) وأثناء سيرهم شَاهَدُوا حَجَرًا في وَسَطٍ الطَّريق؛ فأَسَرَع التَامِيدُ
وَتَعَاوَنَ مَعَهُمِ صَدِيقَهُم ( مِينا ) لإبُعَادِ الحَجْرِعَن الطريق. 0

ست

    
"
img_1416746050_131.jpg,"البنات اول ما يشوفوا زفه في الشارع
كلهم يبصوا يستنوا العربيه اللي فيها العروسه

وبعد ما تعدي تسمع نبرات منفسنه

الاولي :- علي فكره مش حلوه

التانيه :- يالهوووووي ده المكياج
والكوافير عامل معاها جميل مش هتنساه

التالته :- العريس موووز موووز

زي القمر
ارحموا نفسكوا شويه
وكفايه نفسنه يا بايره منك ليها
1:

 
"
Da3nee-banner-350.jpg," 

 

 

ال ؟ مع الدليل ,
‎١‏ السؤال الثالث :- ما حكم النكاح ؟ مع

 
"
4526-4.jpg," 
"
1327565761_i-love-allah.jpg," 
"
10592962_1477069992578832_6757641612.jpg,"رسالة من شاب الى فتاته

الرجاء قراءة الرسالة كامله

ليك ...مع القحية ريط اد
لقد أن الأوان لكي ابو حللكوبما يجتاح فكري , وقلبي . وهو تكسير
الحواجز التي بيئْنا .. أعرف أن هذه الأفكار بنفس الوقت قد تدور في
رأسك , ولكن لابد أن تفهمي جيدا أنني لا أريد واتمتى لك سوى
أن تكوني معي والى جانبي الى الأبد . فالحياة التي أعيشها بدوتك كأنها
جهنم الحمراء ...صدقيئي ذلك احساسي .. فيل ثلبين طلبي وتخلعين
عنك هذه الافكار للباليه وإنبداً معا صفحة جديدة وتبنلي الهموم كما تبدلين

 

  

 

عباتك حتى يراك الئاس كما انت على حقيقك لما انا فأريد ان اقطع
جميع علاقاتي السابقة مع الجنس اللطيف وكل ما اتعنى ان يكون على
يديك لأرتاح ويرتاح قلبى ,, ولكى أزداد شجاعة وقوة واستطيع اقتلاع

الحزن الذي ملكني ., واتعبني فلا تصدقي الا ما ترينه من خلال
عينيك .ولا تتعجبي فتلك هي رغبتي في الدنيا رحا اقرل ان رجهك
نور"" أضاء ظلمات حياتي التعيسة التي كانت بدون مبالغه-بدونك
بؤس وشؤم وكلما نظرت اليك وتكلمت معك كان كلامك وصوتك

 

نهيق وعواء !! . ولا أنسى ذلك اليوم الذي عرفتك فيه فقد كان حقا يوم
ولادتي من جديد في هذه الدنيا , وعمري الذي مضى بدوتك كان
ملعونا وثقياد ... فصدكيني هذه هي الحقيقة اقولها بكل صراحة ...

 

حتى الآن تبد ولك هذه الرسالة طبيعيه وإكن لوعرفقت
ات مرسلها كنب ف ىآخرها ملاحظة تقول -
الرجاء قراءة سطر وترك سطر حتى تفهم
الرسالة
فلن تكوب طبيعية ابدا.... بالعاميه تنقلب محشات !ا ..
"
4026.jpg," 
"
13541-4.jpg," 
"
1327535282_allah-is-one.jpg,"أنزمع شاب من .من كثرة مطالبتها له بخاتم الزواج _.
فأهداها دب صغبر. فغضبت ورمت الدب في منتصف الطريق
وعندما جاء حبيبها ليلتقطه من الطريق..
صدمته سيارة وماة...
وفي عزانه كانت تمسك بَالب وتحضنه بشدة وتبكي
وفجأة تكلمت الآلة داخل الدب
""لتزوجيني. الا 1

 

 

ايه رايك بالمقلب ياحبيب
افماتت من الصدمة ثم مات هوحزناً
ومات الحاضرون جميفا

ري

     

وعاش الدب بسلام..!!1
"
4028.jpg,"ومازال المدرس
0 لو غلط في الشرح
وصححنا ليه الغلط

ٍِِ
3
2 يقول : عارف بس عايز اشوف
مين اللي مركز معايا

9
دار
"
%25D8%25A7%25D8%25B3%25D8%25A6%25D9%-3.png," 
"
19_2019-636824594699625644-962.jpg," 
"
5686-11.jpg," 
"
ijabat-tlmid-islam.jpg," 
"
img_1428205473_816.png," 
"
44-300x225.jpg," 
"
ns-MesianpI9xuytRtQQwwAAAA.jpg,"صل عل مُحَمَّدِ وَعَلَ آل م محم
يراه وَعآل اها اديس

ار وَعَلَ آل مُحَمَّدٍ
0 عا إيرَاهِمَ

نك ميد مجيد ِ

  
 
"
PIC-925-1374236802.jpg,"لا تحزن والكريم سبحانه وتعالي
هو الذى يدبر لك أمور حياتك
"
islam-22.jpg," 
"
6680-4.jpg," 
"
5297-6-310x165.gif,"اله الي 6 ل""

 
"
attachment.php,"دخلت عليه واحده بتقوله :

عندك تيشرت لعيل فى 2 ثانوى

 
"
img_1418380059_753.png,"حان الآن موعد اذان المغرب

 
"
9224-11.jpg,
dagszw3v2q0.jpg,
896.jpg,"كان اللا
"
img_1386287348_989.jpg,
img_1416746049_289.jpg," 
"
11-768x768.jpg," 

     

الفهرس الإجالي.
+ ي
الفهرس الإجمالي
مشيخة الأزهر: الطبعة الادلة طليعةٌ الكتاب لفضيلةٍ الإمام لكر 5
افيد 17-7 اد/ 6٠١؟-جاء‏ ا 3 واج اش 8 1
ال اا ا الموضوغالو: سباح الإسلام في مماملة أل الأياق الأخرى...٠.‏
مص الج الإعنادة :* 8 0
لقع ات 7 تار الموضوع الثاني طرف والإرهابٌ... ل
البريدالإلكتزون :حل 3:1 إيراهيم امعد - أ.د عبد الفتا عبد ا
مسا الف الواري- ٍِ
الرقع الإلكزين :عه اتصاقة تح لد هدري لرعري. 8
قطاع امعاهد الأزهرية: ونس
لفرت تتح - كادي
اح
- مس اللفرة: 0
الفاكس :7117834761+ 63 02+
البريدالإلكترون: البريد الإلكتررن :
ده السو عستة اموه
الموقع الإلكترري: ل
دتلملفة لوه لاي يور وي ‎١‏ مااع

 

 
"
25649fadaeyat.jpg,"المرحوم فلك ل
من ثلان تهحيات
جاه برد اليومين
إلى فانوا ,راح
فقا

    
  
"
896-7.jpg," 
"
18GS8RtuOdK8k_JC8-InyQHaJ4.jpg," 

 
"
6278-8.jpg,"التلميذ الجزائري طول الحصة مافاهم والو
وفجأة تهبط عليه العبقرية...
أستاذ: راك نسيت نقطة

  

فوق النون.

   
"
3080.jpg,"ديداكتيك التربية الإسلامية
للمقبل على مباراة التعليم

ذ. إسماعيل مرجي

 

 
"
9167fbea10ff40f5587ac14b89265254.jpg,"امبارح و أنا داخل أنام ؛
أبويا قال لي : أحلام سعيدة !
أنا قلت له : و نوال حزينة !

المهم ..

أول مرة أعرف إن أبويا بيعرف
يعمل حركة جون سينا !!

 
"
hqdefault-1-300x225.jpg,"ةَّ
د
3
3

 
"
novingermi.jpg," 

 
"
2990.jpg,"ال لف عن نهد جف ل حب الجريي ل لصن لجدلا فحت .ل هن امه اكيم
الي اين للم عل الج لدبي لاق
الجر و البسرى ديال الخال الأص سال ب تي دل لهي لد دهن

أنا راه ماشي حدر أرمر كول يتأي يلأ دوز الجهة ديال البغال

 
 

11111718 -1761. 0710953001. 72

 
"
C9Vxw5AKBCRxla6gMQ4BR7Jx5jfNjJAtS_ez," 
"
MdpkBVxASXX6PUgrGQZabPURpqy5b5awxfZZ," 

لفرن
م
ض ؟؟
*
2 1:
52
1 ِ
: ِ
1
و
‎١‏ ِ
7
1

 
"
1917529.jpg," 

- 7
0077
"
2-BorderMaker.jpg," 
"
img_1451108545_384.jpg,"بام تمع نمه ""دمي

   
   
 
 
 
   

روحي نادي ابوي الحين
يوديج (مستشفى الولادة)
وتخلينهم يطلعوني من بطنج
اليوم 2008/8/8
الساعة 8 و8 دقايق

واذا طلعت ولد تسموني 8 آب !
واذا كنت بنت تسموني 8 آبه !!
ولا ترى قسما بالله بام في بطنج
لين 2009/9/9
وكيفكم عاد
"
385526-300x225.jpg,
Ketab105.jpg," 
"
13541-7.jpg,"محشش حب يولع فى مراته

ولع فى نفسه وحضنها

 
"
%25D8%25AF%25D9%258A%25D8%25AF%25D8%.png,"الثقافة الجنسية الإستلامية
و السعادة الزئ جية المنشوا ل
"
5577-3.png," 
"
img_1386287347_511.jpg,"١
‏ان لع الساعات‎
0
‏ونذكرك فتذكرنا‎
‏ونستغفرك فتغفرلنا‎

يا لوحم الرانمين

  
 

امين
"
20160107-166.jpg,"زوج فرفور 75

مراته بتولد ب
قاعدة تصرخ وهو
اقف بره يلطم ويقول
نا السبب انا السبب
"
nokat-maghribia-3.png,"الدنيا بين قوسين ( )
القوس الأول هو ميلادك
والقوس الثانى هو موتك
فضع بينهما شيئا مفيدا لك و للناس
فإن عجزت عن النفع
"
6202.png,"2 ديال النساء كيجنيو بطاطا من الارض
مرة يهدرو مرة يغنيو

واحد شوية وحدة فيهم هزات بطاطا من
التراب وبقات تشوف فيها

صاحبتها سولاتها مالك؟

قالت ليها شحال هاد البطاطة كتفكرني في
الركابي ديال بوشعيب ( زوجها)
صاحبتها قالت لها: واش في التقل ولا في

الشكل؟
قالت لها: أ 7

في الوسخ !! نكت صناع الراس
© © ©) © © © © ني ©

   
"
3157-3.png," 

 

 

 

 
"
2Eb51431.jpg," 
"
hqdefault.jpg," 
"
fannu.jpg," 
"
7p-7FNlC4PkYgi_USXfC3gBYywTz5TQDaiTS,"وَمِتَاةَ َ ايم

مم مورومةنططهد ©)
"
ImDFJtCssWWthTfUxXLHpQHaHa.jpg,"من عجائب البنات !

لما تشوف طفل حلو , تلاقيها مرة واحده تتكلم لغة اغريقية

   

تي
را ٍِ ارا أن لعفل ذات نفسه بيبقى مستغرب
وبيحس انها بتعملوا سحر
"
%D9%86%D9%83%D8%AA-%D9%85%D8%AD%D8%B.jpg,"مِنْ أخلاق النَبيّ صَلّى الل عَلَيْهِ وَسَلَمَ

 

   

على حُسْن الْعاهُلِ مَعَّ الواِدَينِ وَبرّا وَالدَعاء لَهُماء و

إدُخال السُرور عَلَيِْمْ وَالّواضْلِ مَعَ الجيران وَتَبادلٍ المَنافع مَعَهُمْ وَالإِحْسانِ

  

المَرضى وَالدَّعاءٍ لَهُمْ بالَغَاء

 

قير الكبير وَاحترامه؛ وَمُساعَدَةِ الخَدَم وَالعُمَالٍ

   

 

 
"
%25D9%2583%25D8%25AA%25D8%25A7%25D8%.JPG," 
"
f3e7f792af3f795ebd9dfc202a1aed6c-1.jpg," 
"
2015_1418585766_169.jpg,"لاد اا

جلوسك مع شخص جميل
لذة 5 دقائق مفيد لصحتك|*

الى بعل جلي يقي انا ماس
مشكله اهم شي صحتك... ل ا

0 ""١""
"
3868.jpg," 
  
        

سيد الاستففار:
لوانت ربى لاإ لانت خاقتق ون
0
مش رماصدت أبوه ال ييسمك على وأبوء لبذفى
فاغفر لي فإنه لا يفف الآنوب إلا أنت.
"
img_1416235011_928.jpg," 
"
3290-2.jpg," 
"
09a979cfd1d2c3be1b3c4844c41e0024-1.jpg," 

ال ا

ال ا ا
اللهم اجعلنا ممّن

00

واعتقنا ووالدينا من النار.

سسحتي

 
"
JrY_0FJFaQFErBjuPFyo4ujNmJUQ4nSWL9KS," 
"
83552.png," 
"
img_1416746049_309.jpg," 

أولا : القرآن الكريم
تل له على :< ألم تر كيف رب الله مثا كلمة طيبة بكشجرة عيب
أصلها ثايت وفرعها فى السماء * تؤتى أكلها كل حين باذ ربها ويضرب الله
الأمثال للناس لعلهم يتذكرون +
© تخير الصواب ممابين القوسين :

 

© معنى ( تتى أكلها ) .حت

تنشر فروعها ‏ تعطى ثمارها_ تغذيها)
© إذا شتمنى شخضص - ( أسافحه ‏ أشعمه أضريه )
يم شبهت الآيات الكلمة الطيبة +

 

ا

 
"
sabah-islami-9.jpg,"برهي الخصائص أي مر الها ْنا هاا ذه ومكاته و عا ته رشأ
# نهنا تكيفان خم الي سْزتبا البل لهو واجب في حل ابيا وسندفي حل انهه
وساك رخص حاسة ببق هاما برش بأمور الزوج
زواجه بأكثرٌ من أريم زوجات.
زواج من هب نفسها لمن غير مه
"
14545.jpg,"احلى ضحكتين ©
ضحكة بنت بتبكي ""؟
وضحكة شب معصب ؟

 
"
%25D8%25A3%25D9%2588%25D8%25B1%25D8%.jpg,"  
 

4 بماذا يَأَُزنَا الله تعالى في الآيّة الكُريمَة السابقة؟

لآ الكَرِيِمَةُِ

    

 
"
947.png," 

لحن ادن لد دان
"
1342-3-310x165.gif," 
"
pJRGsuH5yWRSP6DK1XA2B9HQFiF1FNQAqk-T,"أن تشرع صدورنا وتيسد أموينا
وتقدر لنا الخير كله 7
_ ْ"" .

 

ممع مكر ةا متططهد ©)
"
5329-7.jpg," 
"
2fb4ac84cc599257523010e7aa33e692-1.jpg," 
"
secure22.jpg," 
   

ا

ذا لد د لا لس فنا جم لأف
منتدى افثكات
131821-07
"
2015113012.jpeg," 
"
sabah-islami-2-293x300.jpg," 
"
eDTLMSKkmG.jpg," 
"
img_1428205474_785.png,"‎١‏ لا

‏ل

‏كصريات

‏04> تذع ا كهخد
"
%25D8%25A7%25D9%2585%25D8%25AA%25D8%.jpg,"       

    
  
 
 
 

: م م
ا
ل

اها
2 0
"
%25D8%25A3%25D8%25AD%25D9%2583%25D8%.jpg," 

:0 موق مضحك جذا
يقول الشبخ العريفى
كان واقف جامبى فى الحرم حاج مصترى
راقع إبده وبيقول

( يارب أنا عارف وإنت عارف وكتر الكلام ملوش لزمه )
ممص توا

 

 

 
"
5281-2.jpg,"ربي اجعل أبي
رجلا من ؟

رجال أهل الجنة
"
%25D8%25AD%25D9%2584%2B%25D8%25AF%25.jpg," 
"
1482-5.gif,"    

32

5 بطر"" .

بضر قاد
في غفلةٍ فال ‎١‏ ما
والحياة ستنة اا

ب جه

705710207728
"
img_1418379759_793.jpg,"عندما تضيْع حياتك من اجل حماية كونوها !

ويآتي اخوك الصغير في الأخير ويريد تدميرها 2ع

   
"
%25D8%25B5%25D9%2588%25D8%25B1%2B%25-1.jpg," 
"
sabah-islami-3.jpeg,"أكدت احدى الدراسات مؤخراً ان 871 من الشباب والبنات
عندهم آلام فى الظهر والرقبة
وال 137 التانين

 
"
PIC-389-1374236804.jpg," 

ا
"
2204-3.jpg," 
"
20160803-938.jpg,"للم رقنا إِجَابَةٌ الّعَاء

سلج الأَبتاءِ وَحَسَنْ * الآداء .
وض ار وار

وَسَثرَ ب َِّنْ ا

رع الهعُومُ وَتيُِيرُ الأوريه
لله 0 نا وَلِوَالدَيْتَا
أَكلْنَا ولكل. مِنْ ل حَقّ وَنَضْلٌ علا ؟

 
"
img_1504966453_545.jpg," 
"
img_1386287355_988.jpg,
NlSKdXNua4aKWc7uMF1tdnTwfIUjhI1McAK2," 
"
Religious-messages.jpg,"محشش في حصة العلوم !

و المدرس جاب مجسم هيكل عظمي ؟
قال المدرى ما هذا ؟!

قال المحشش : انسان يابس -0)

يقولون أن الهيكل طلع من الصف يضحك

 
"
821595368.jpg,"كو ما كان معك شهادااات !
وشو ما كنتي متحضرةة ومتعلمةة !

آخرتك وحدة لاحقة ولادها بالشبشب

شههههههيههههه
"
